vendor_id,year_month,risk_score,delivery_score,dispute_score,quality_score,overall_trend
V165,2025-07,53.1,46.0,23.2,59.6,stable
V165,2025-08,55.5,40.2,32.5,54.7,stable
V165,2025-09,55.7,47.6,24.4,50.0,stable
V165,2025-10,52.1,44.3,22.3,50.0,stable
V165,2025-11,53.2,48.0,21.9,50.0,stable
V491,2025-01,59.2,40.0,27.6,53.4,stable
V491,2025-01,57.4,42.6,25.1,50.0,stable
V491,2025-03,55.8,40.0,30.3,58.5,decreasing
V491,2025-04,54.8,49.3,27.1,50.0,decreasing
V491,2025-05,57.4,52.2,29.5,50.0,decreasing
V491,2025-05,54.1,54.0,26.5,51.6,decreasing
V491,2025-06,54.0,54.0,23.4,50.0,decreasing
V491,2025-07,50.4,47.6,28.6,50.0,decreasing
V491,2025-08,48.1,43.0,25.5,54.4,decreasing
V491,2025-09,47.8,60.9,21.7,50.0,decreasing
V491,2025-10,48.6,50.3,26.0,50.0,decreasing
V491,2025-11,47.4,46.5,21.9,55.7,decreasing
V460,2025-01,19.9,87.2,8.6,76.3,stable
V460,2025-01,21.7,75.3,15.6,89.5,stable
V460,2025-03,21.6,82.9,10.2,93.2,increasing
V460,2025-04,26.9,68.8,16.5,87.2,increasing
V460,2025-05,25.7,82.2,9.3,76.9,increasing
V460,2025-05,24.7,69.4,12.1,86.3,increasing
V460,2025-06,31.2,60.2,20.2,76.5,increasing
V460,2025-07,26.8,71.4,17.6,70.6,increasing
V460,2025-08,30.7,73.5,17.9,58.4,increasing
V460,2025-09,29.5,68.1,15.3,56.8,increasing
V460,2025-10,34.4,72.3,15.2,67.4,increasing
V460,2025-11,33.2,57.3,11.6,59.6,increasing
V197,2025-01,77.4,40.0,38.6,50.0,stable
V197,2025-01,72.0,40.0,33.8,50.0,stable
V197,2025-03,69.4,40.0,35.5,50.0,decreasing
V197,2025-04,72.8,40.0,36.1,50.0,decreasing
V197,2025-05,66.8,40.0,34.1,50.0,decreasing
V197,2025-05,65.6,40.0,31.0,50.0,decreasing
V197,2025-06,63.9,40.0,29.7,50.0,decreasing
V197,2025-07,67.1,40.0,31.5,50.0,decreasing
V197,2025-08,65.8,40.0,35.6,50.0,decreasing
V197,2025-09,59.2,45.8,30.1,51.9,decreasing
V197,2025-10,62.2,41.5,29.1,50.0,decreasing
V197,2025-11,59.8,40.0,30.7,50.0,decreasing
V215,2025-01,15.2,84.5,6.0,97.1,stable
V215,2025-01,12.3,80.8,3.4,78.3,stable
V215,2025-03,15.8,86.4,11.2,84.9,decreasing
V215,2025-04,12.4,88.7,8.7,76.1,decreasing
V215,2025-05,10.7,80.9,8.5,100.0,decreasing
V215,2025-05,9.5,86.7,3.4,100.0,decreasing
V215,2025-06,10.7,91.3,8.0,84.6,decreasing
V215,2025-07,8.3,82.3,7.3,83.4,decreasing
V215,2025-08,7.9,84.9,1.2,80.8,decreasing
V215,2025-09,5.0,86.6,4.4,100.0,decreasing
V215,2025-10,5.0,100.0,5.1,81.3,decreasing
V215,2025-11,5.0,100.0,2.6,81.8,decreasing
V312,2025-01,28.8,61.4,10.4,59.9,stable
V312,2025-01,30.3,71.4,12.2,74.8,stable
V312,2025-03,26.6,66.3,15.8,66.7,stable
V312,2025-04,29.7,67.4,18.4,78.8,stable
V312,2025-05,29.6,70.5,10.5,80.0,stable
V312,2025-05,30.2,70.4,17.3,83.7,stable
V312,2025-06,26.4,78.7,8.2,80.4,stable
V312,2025-07,30.6,77.8,18.8,68.6,stable
V312,2025-08,29.0,64.7,16.2,59.2,stable
V312,2025-09,29.5,80.1,14.0,70.9,stable
V312,2025-10,26.7,78.5,11.5,72.3,stable
V312,2025-11,27.1,72.8,12.2,66.5,stable
V471,2025-01,17.7,78.0,9.9,76.7,stable
V471,2025-01,21.9,77.0,11.5,71.9,stable
V471,2025-03,20.1,73.6,5.8,90.1,decreasing
V471,2025-04,16.9,86.7,5.2,98.1,decreasing
V471,2025-05,16.0,76.1,7.4,88.8,decreasing
V471,2025-05,12.5,80.3,5.3,90.2,decreasing
V471,2025-06,11.7,96.8,10.6,75.3,decreasing
V471,2025-07,15.9,80.9,8.9,98.8,decreasing
V471,2025-08,9.8,97.0,7.2,83.6,decreasing
V471,2025-09,12.4,89.3,3.9,96.3,decreasing
V471,2025-10,10.9,87.1,5.2,92.2,decreasing
V471,2025-11,8.5,91.2,2.0,99.5,decreasing
V391,2025-01,28.0,74.6,10.3,60.0,stable
V391,2025-01,24.4,66.9,14.0,89.7,stable
V391,2025-03,25.5,78.0,9.3,78.1,decreasing
V391,2025-04,22.9,68.6,14.0,85.1,decreasing
V391,2025-05,26.3,67.8,14.7,73.5,decreasing
V391,2025-05,22.2,74.7,14.7,79.2,decreasing
V391,2025-06,25.5,65.2,12.0,87.0,decreasing
V391,2025-07,21.2,75.1,9.3,77.6,decreasing
V391,2025-08,18.2,82.9,12.7,75.9,decreasing
V391,2025-09,21.4,78.5,7.0,85.1,decreasing
V391,2025-10,19.2,73.0,11.3,85.6,decreasing
V391,2025-11,19.5,82.0,9.5,91.2,decreasing
V128,2025-01,79.0,40.0,40.7,50.0,stable
V128,2025-01,80.8,40.0,35.7,50.0,stable
V128,2025-03,78.8,40.0,41.8,50.0,decreasing
V128,2025-04,78.1,40.0,35.0,50.0,decreasing
V128,2025-05,73.8,40.0,38.5,50.0,decreasing
V128,2025-05,74.5,40.0,41.3,50.0,decreasing
V128,2025-06,71.3,40.0,30.9,50.0,decreasing
V128,2025-07,71.2,40.0,36.3,50.0,decreasing
V128,2025-08,68.9,40.0,35.3,50.0,decreasing
V128,2025-09,68.5,40.0,35.0,50.0,decreasing
V128,2025-10,65.7,40.0,31.2,50.0,decreasing
V128,2025-11,68.6,40.0,35.5,50.0,decreasing
V141,2025-01,72.1,40.0,39.4,50.0,stable
V141,2025-01,67.5,40.0,38.7,50.0,stable
V141,2025-03,65.9,40.0,28.9,50.0,decreasing
V141,2025-04,63.8,40.0,27.6,50.0,decreasing
V141,2025-05,64.9,40.0,35.4,50.0,decreasing
V141,2025-05,62.6,43.5,30.6,50.0,decreasing
V141,2025-06,60.7,40.0,31.6,50.0,decreasing
V141,2025-07,62.9,40.0,26.6,50.0,decreasing
V141,2025-08,62.2,40.0,28.2,51.7,decreasing
V141,2025-09,60.2,40.0,34.5,50.0,decreasing
V141,2025-10,58.2,47.2,28.5,50.0,decreasing
V141,2025-11,57.1,43.4,27.2,50.0,decreasing
V204,2025-01,32.8,65.9,14.6,77.1,stable
V204,2025-01,32.9,61.2,15.6,76.8,stable
V204,2025-03,37.9,57.2,20.0,59.2,increasing
V204,2025-04,36.3,57.6,15.6,73.6,increasing
V204,2025-05,39.9,61.3,19.3,64.5,increasing
V204,2025-05,38.9,54.3,15.8,53.9,increasing
V204,2025-06,45.0,58.2,19.3,65.6,increasing
V204,2025-07,47.5,52.2,18.9,63.3,increasing
V204,2025-08,43.7,58.3,25.5,68.3,increasing
V204,2025-09,47.2,50.1,25.2,50.0,increasing
V204,2025-10,51.9,52.5,22.4,50.0,increasing
V204,2025-11,52.2,56.4,26.3,57.7,increasing
V176,2025-01,45.4,47.0,25.8,50.0,stable
V176,2025-01,47.7,50.1,26.4,50.0,stable
V176,2025-03,47.0,45.9,20.3,67.1,stable
V176,2025-04,47.3,47.8,24.6,52.4,stable
V176,2025-05,47.2,61.8,21.8,50.5,stable
V176,2025-05,49.3,60.0,28.4,63.9,stable
V176,2025-06,47.6,56.8,27.0,50.0,stable
V176,2025-07,51.4,50.7,29.1,53.5,stable
V176,2025-08,51.5,52.3,28.6,50.0,stable
V176,2025-09,49.4,46.8,29.3,50.0,stable
V176,2025-10,51.2,41.3,29.3,59.5,stable
V176,2025-11,48.9,59.3,23.4,65.5,stable
V151,2025-01,48.9,45.8,21.6,62.8,stable
V151,2025-01,49.2,53.4,28.4,58.8,stable
V151,2025-03,45.9,44.7,26.6,63.7,stable
V151,2025-04,48.9,50.5,23.6,61.3,stable
V151,2025-05,47.3,60.2,26.9,62.4,stable
V151,2025-05,47.0,53.2,22.0,56.1,stable
V151,2025-06,47.4,57.4,23.2,50.0,stable
V151,2025-07,42.6,60.2,22.6,66.1,stable
V151,2025-08,42.8,55.2,22.7,51.6,stable
V151,2025-09,42.3,50.9,21.3,71.8,stable
V151,2025-10,46.5,58.7,26.7,59.0,stable
V151,2025-11,46.1,50.3,22.8,61.0,stable
V232,2025-01,50.0,56.0,22.0,50.0,stable
V232,2025-01,44.6,63.0,26.7,67.0,stable
V232,2025-03,43.3,65.7,25.9,61.1,decreasing
V232,2025-04,44.2,64.0,26.8,50.0,decreasing
V232,2025-05,43.1,50.3,20.6,54.8,decreasing
V232,2025-05,38.9,52.9,18.1,74.5,decreasing
V232,2025-06,36.5,67.9,17.6,76.1,decreasing
V232,2025-07,37.0,66.5,14.7,69.4,decreasing
V232,2025-08,33.9,73.3,19.8,59.7,decreasing
V232,2025-09,34.2,58.4,20.7,68.8,decreasing
V232,2025-10,35.7,60.0,19.6,61.9,decreasing
V232,2025-11,30.6,62.3,13.2,62.2,decreasing
V413,2025-01,73.1,40.0,31.7,50.0,stable
V413,2025-01,69.9,40.0,36.8,50.0,stable
V413,2025-03,71.1,40.0,33.1,50.0,decreasing
V413,2025-04,66.2,40.0,30.4,50.0,decreasing
V413,2025-05,70.8,40.0,40.1,50.0,decreasing
V413,2025-05,68.2,40.0,31.6,50.0,decreasing
V413,2025-06,64.5,40.0,31.0,50.0,decreasing
V413,2025-07,65.0,40.0,30.1,50.0,decreasing
V413,2025-08,66.1,41.4,29.4,50.0,decreasing
V413,2025-09,62.7,40.0,27.5,50.0,decreasing
V413,2025-10,59.2,48.2,33.0,50.0,decreasing
V413,2025-11,63.0,40.0,35.2,50.0,decreasing
V489,2025-01,50.4,46.0,30.1,57.6,stable
V489,2025-01,46.9,60.2,25.0,62.1,stable
V489,2025-03,47.3,45.7,20.9,50.0,increasing
V489,2025-04,49.5,54.6,24.1,65.4,increasing
V489,2025-05,54.4,40.0,25.8,51.8,increasing
V489,2025-05,52.8,47.1,29.8,58.2,increasing
V489,2025-06,51.6,40.3,29.5,50.0,increasing
V489,2025-07,52.8,47.4,24.1,58.9,increasing
V489,2025-08,56.3,45.4,32.9,50.0,increasing
V489,2025-09,57.2,41.2,24.3,50.9,increasing
V489,2025-10,58.8,49.0,24.6,50.0,increasing
V489,2025-11,59.7,40.0,30.8,53.8,increasing
V071,2025-01,55.8,48.4,27.7,50.0,stable
V071,2025-01,54.1,49.1,25.3,50.0,stable
V071,2025-03,55.6,43.4,32.3,59.3,decreasing
V071,2025-04,56.8,49.1,24.7,54.1,decreasing
V071,2025-05,55.6,40.0,30.8,51.7,decreasing
V071,2025-05,53.6,48.5,22.7,50.0,decreasing
V071,2025-06,51.2,54.2,24.6,50.0,decreasing
V071,2025-07,50.4,47.3,24.2,54.0,decreasing
V071,2025-08,54.4,40.0,25.2,54.7,decreasing
V071,2025-09,52.5,55.9,30.3,50.6,decreasing
V071,2025-10,49.7,42.2,23.5,50.0,decreasing
V071,2025-11,49.7,48.1,22.5,53.3,decreasing
V212,2025-01,26.7,72.0,12.6,59.5,stable
V212,2025-01,25.2,74.0,9.9,80.4,stable
V212,2025-03,24.3,75.6,13.4,76.4,stable
V212,2025-04,25.3,73.4,16.7,74.0,stable
V212,2025-05,24.6,67.9,16.3,85.6,stable
V212,2025-05,27.1,68.8,9.0,60.2,stable
V212,2025-06,24.4,67.8,11.4,63.4,stable
V212,2025-07,28.3,73.1,11.7,64.4,stable
V212,2025-08,25.0,75.1,8.6,79.9,stable
V212,2025-09,25.8,67.9,11.8,61.7,stable
V212,2025-10,30.1,65.8,15.9,68.5,stable
V212,2025-11,29.1,73.4,12.2,84.9,stable
V309,2025-01,39.5,62.6,23.5,50.0,stable
V309,2025-01,37.4,52.7,14.9,52.7,stable
V309,2025-03,36.3,67.5,21.8,77.7,decreasing
V309,2025-04,36.3,63.5,19.3,77.9,decreasing
V309,2025-05,34.1,69.4,18.9,62.8,decreasing
V309,2025-05,32.9,59.6,11.6,55.4,decreasing
V309,2025-06,30.4,79.0,18.8,60.8,decreasing
V309,2025-07,33.4,69.5,16.1,70.3,decreasing
V309,2025-08,33.5,60.3,14.8,65.4,decreasing
V309,2025-09,30.8,59.6,12.1,58.7,decreasing
V309,2025-10,31.4,77.8,15.4,79.4,decreasing
V309,2025-11,30.0,64.1,15.7,80.1,decreasing
V359,2025-01,21.8,82.5,15.7,88.7,stable
V359,2025-01,22.1,79.8,11.6,71.6,stable
V359,2025-03,20.3,79.4,11.1,83.0,stable
V359,2025-04,21.2,85.1,10.5,85.2,stable
V359,2025-05,20.0,78.5,8.2,66.9,stable
V359,2025-05,21.9,76.5,10.7,78.0,stable
V359,2025-06,21.9,75.1,12.9,63.8,stable
V359,2025-07,17.7,76.2,7.3,74.3,stable
V359,2025-08,17.0,91.2,6.9,86.1,stable
V359,2025-09,20.4,82.7,6.5,73.4,stable
V359,2025-10,19.3,89.9,13.0,85.9,stable
V359,2025-11,19.2,86.8,12.6,91.2,stable
V384,2025-01,38.5,61.1,16.0,51.2,stable
V384,2025-01,41.1,64.8,25.0,58.7,stable
V384,2025-03,39.6,61.5,24.8,56.1,stable
V384,2025-04,39.9,63.6,16.7,70.9,stable
V384,2025-05,41.5,64.7,19.1,50.0,stable
V384,2025-05,39.9,61.3,19.8,74.9,stable
V384,2025-06,43.4,62.0,24.4,58.3,stable
V384,2025-07,44.2,62.9,25.8,58.9,stable
V384,2025-08,39.5,51.5,24.2,69.4,stable
V384,2025-09,44.8,60.3,27.1,63.6,stable
V384,2025-10,42.8,64.4,17.4,59.1,stable
V384,2025-11,42.3,51.0,17.3,50.0,stable
V263,2025-01,62.2,43.0,31.1,50.0,stable
V263,2025-01,57.3,40.0,31.9,50.0,stable
V263,2025-03,56.0,53.4,30.7,50.0,decreasing
V263,2025-04,58.2,41.2,27.0,50.0,decreasing
V263,2025-05,53.2,51.1,25.8,50.7,decreasing
V263,2025-05,51.5,53.6,26.1,57.1,decreasing
V263,2025-06,49.3,49.3,28.8,62.7,decreasing
V263,2025-07,52.6,47.8,28.1,60.7,decreasing
V263,2025-08,47.9,57.5,26.1,52.6,decreasing
V263,2025-09,44.1,52.7,21.1,64.1,decreasing
V263,2025-10,44.7,53.2,17.7,68.0,decreasing
V263,2025-11,41.4,60.1,25.5,73.0,decreasing
V154,2025-01,53.1,48.0,24.6,54.2,stable
V154,2025-01,54.4,40.0,25.0,50.0,stable
V154,2025-03,54.4,49.6,26.7,50.0,stable
V154,2025-04,52.1,53.7,27.6,53.8,stable
V154,2025-05,54.1,51.5,26.1,50.0,stable
V154,2025-05,50.5,40.2,23.6,56.2,stable
V154,2025-06,53.1,40.0,31.5,50.0,stable
V154,2025-07,49.1,51.9,24.8,58.6,stable
V154,2025-08,49.5,41.1,27.7,53.3,stable
V154,2025-09,49.9,55.6,27.2,64.7,stable
V154,2025-10,49.1,42.1,23.3,54.7,stable
V154,2025-11,50.5,40.5,26.7,50.0,stable
V432,2025-01,52.7,56.9,29.4,62.0,stable
V432,2025-01,55.0,52.9,28.8,50.0,stable
V432,2025-03,56.8,40.2,26.2,51.8,increasing
V432,2025-04,59.1,44.3,31.7,50.0,increasing
V432,2025-05,57.9,40.0,29.8,51.8,increasing
V432,2025-05,60.2,40.0,32.2,50.0,increasing
V432,2025-06,60.1,40.0,33.9,50.0,increasing
V432,2025-07,63.9,40.0,32.2,50.0,increasing
V432,2025-08,66.0,40.0,30.6,50.0,increasing
V432,2025-09,67.0,40.0,37.8,50.0,increasing
V432,2025-10,71.9,40.0,32.4,50.0,increasing
V432,2025-11,71.9,40.0,38.0,50.0,increasing
V360,2025-01,29.8,75.1,19.4,66.2,stable
V360,2025-01,33.5,68.5,15.9,55.1,stable
V360,2025-03,32.1,58.7,12.6,64.1,increasing
V360,2025-04,35.4,60.7,17.6,73.3,increasing
V360,2025-05,31.1,70.7,11.1,80.7,increasing
V360,2025-05,36.4,57.9,21.4,63.2,increasing
V360,2025-06,32.6,64.3,20.0,64.9,increasing
V360,2025-07,36.2,65.1,22.1,72.3,increasing
V360,2025-08,36.4,68.0,19.3,71.5,increasing
V360,2025-09,37.4,61.8,18.2,61.1,increasing
V360,2025-10,40.4,56.1,23.2,64.5,increasing
V360,2025-11,38.5,56.2,18.2,62.8,increasing
V281,2025-01,68.5,40.0,29.5,50.0,stable
V281,2025-01,73.5,40.0,38.2,50.0,stable
V281,2025-03,70.3,40.0,35.6,50.0,increasing
V281,2025-04,76.5,40.0,40.8,50.0,increasing
V281,2025-05,71.8,40.0,36.2,50.0,increasing
V281,2025-05,74.2,40.0,40.4,50.0,increasing
V281,2025-06,77.0,40.0,38.8,50.0,increasing
V281,2025-07,77.9,40.0,43.3,50.0,increasing
V281,2025-08,76.4,40.0,38.5,50.0,increasing
V281,2025-09,76.8,40.0,38.8,50.0,increasing
V281,2025-10,78.3,40.0,35.7,50.0,increasing
V281,2025-11,82.1,40.0,45.7,50.0,increasing
V161,2025-01,20.9,77.3,8.7,75.3,stable
V161,2025-01,23.9,68.5,9.0,83.7,stable
V161,2025-03,22.4,77.5,13.7,74.2,stable
V161,2025-04,19.5,71.7,9.4,77.7,stable
V161,2025-05,21.6,76.5,8.2,89.9,stable
V161,2025-05,20.3,89.0,11.9,72.1,stable
V161,2025-06,21.9,83.8,9.0,75.3,stable
V161,2025-07,19.0,83.7,6.6,95.0,stable
V161,2025-08,20.7,89.0,13.2,80.4,stable
V161,2025-09,20.9,87.3,10.0,64.1,stable
V161,2025-10,21.1,85.5,8.5,93.0,stable
V161,2025-11,18.3,90.4,9.0,84.7,stable
V365,2025-01,61.3,45.5,28.5,50.0,stable
V365,2025-01,63.4,40.0,27.6,50.0,stable
V365,2025-03,65.4,40.0,37.7,50.0,stable
V365,2025-04,61.9,40.0,34.0,50.0,stable
V365,2025-05,66.5,40.0,38.0,50.0,stable
V365,2025-05,62.7,40.6,29.5,50.0,stable
V365,2025-06,67.0,40.0,37.6,50.0,stable
V365,2025-07,67.0,40.0,28.5,50.0,stable
V365,2025-08,62.7,40.0,33.3,50.0,stable
V365,2025-09,64.2,40.0,35.9,50.0,stable
V365,2025-10,65.3,42.6,35.8,50.0,stable
V365,2025-11,63.0,46.4,30.3,50.0,stable
V378,2025-01,65.9,43.8,29.2,50.0,stable
V378,2025-01,60.4,40.0,32.6,50.0,stable
V378,2025-03,61.6,42.6,27.7,50.0,decreasing
V378,2025-04,59.5,46.7,26.9,54.9,decreasing
V378,2025-05,59.8,40.0,29.8,50.0,decreasing
V378,2025-05,55.8,40.0,32.8,50.0,decreasing
V378,2025-06,51.1,44.4,25.6,50.0,decreasing
V378,2025-07,49.9,54.9,26.6,53.2,decreasing
V378,2025-08,48.0,53.8,26.5,50.0,decreasing
V378,2025-09,50.8,56.3,29.2,56.1,decreasing
V378,2025-10,45.1,61.9,17.8,69.0,decreasing
V378,2025-11,45.7,56.6,24.7,65.8,decreasing
V483,2025-01,17.7,73.4,13.2,80.3,stable
V483,2025-01,18.1,77.4,10.8,80.9,stable
V483,2025-03,14.3,90.8,11.0,77.4,stable
V483,2025-04,13.9,84.5,6.4,71.2,stable
V483,2025-05,13.5,78.1,7.5,72.3,stable
V483,2025-05,16.8,92.7,7.7,70.4,stable
V483,2025-06,14.0,79.3,5.1,89.8,stable
V483,2025-07,13.2,86.4,9.7,89.6,stable
V483,2025-08,16.4,80.3,5.7,71.8,stable
V483,2025-09,14.2,82.6,2.6,80.8,stable
V483,2025-10,17.6,91.3,11.6,86.0,stable
V483,2025-11,17.5,85.0,9.5,70.1,stable
V324,2025-01,24.3,79.5,15.0,62.5,stable
V324,2025-01,22.7,68.3,12.5,75.2,stable
V324,2025-03,17.5,73.6,4.3,93.0,decreasing
V324,2025-04,18.2,84.1,8.2,92.7,decreasing
V324,2025-05,19.5,83.0,9.3,79.5,decreasing
V324,2025-05,16.2,86.2,4.1,88.3,decreasing
V324,2025-06,16.7,73.9,8.5,86.0,decreasing
V324,2025-07,12.2,78.1,8.2,90.6,decreasing
V324,2025-08,15.5,92.6,4.0,84.8,decreasing
V324,2025-09,11.5,88.1,7.0,79.0,decreasing
V324,2025-10,9.2,81.7,0.9,93.4,decreasing
V324,2025-11,10.4,92.7,3.8,92.2,decreasing
V112,2025-01,33.6,62.2,21.5,66.9,stable
V112,2025-01,32.7,60.2,13.7,76.8,stable
V112,2025-03,30.9,60.1,13.9,83.3,decreasing
V112,2025-04,30.2,63.8,10.8,60.5,decreasing
V112,2025-05,28.0,75.8,13.7,77.7,decreasing
V112,2025-05,29.1,72.2,12.9,64.9,decreasing
V112,2025-06,24.7,67.4,16.1,87.6,decreasing
V112,2025-07,24.5,83.9,13.7,81.3,decreasing
V112,2025-08,23.2,71.1,11.4,84.9,decreasing
V112,2025-09,24.0,82.1,10.8,73.0,decreasing
V112,2025-10,22.9,67.2,6.6,72.8,decreasing
V112,2025-11,20.1,72.8,9.4,83.9,decreasing
V103,2025-01,59.2,40.0,26.8,50.0,stable
V103,2025-01,57.1,49.9,26.0,50.0,stable
V103,2025-03,55.1,40.1,23.6,54.8,decreasing
V103,2025-04,52.9,50.2,30.3,50.0,decreasing
V103,2025-05,51.4,47.7,24.4,50.0,decreasing
V103,2025-05,49.2,51.3,27.6,54.5,decreasing
V103,2025-06,48.8,55.4,20.6,62.7,decreasing
V103,2025-07,45.0,48.7,22.8,60.8,decreasing
V103,2025-08,44.2,54.4,23.5,68.4,decreasing
V103,2025-09,44.9,56.8,26.0,50.0,decreasing
V103,2025-10,39.3,55.7,20.9,54.1,decreasing
V103,2025-11,37.2,63.0,19.4,62.5,decreasing
V108,2025-01,25.7,67.7,11.7,85.8,stable
V108,2025-01,26.7,70.8,13.5,63.7,stable
V108,2025-03,26.6,73.9,13.1,87.0,stable
V108,2025-04,25.4,76.3,14.1,83.4,stable
V108,2025-05,26.6,67.5,17.2,72.0,stable
V108,2025-05,24.3,70.1,11.4,72.0,stable
V108,2025-06,24.0,82.9,9.5,63.6,stable
V108,2025-07,27.7,68.2,14.1,64.2,stable
V108,2025-08,23.6,76.6,10.2,74.9,stable
V108,2025-09,26.2,71.2,13.1,67.0,stable
V108,2025-10,23.9,74.9,9.6,63.4,stable
V108,2025-11,29.3,66.6,14.7,72.1,stable
V320,2025-01,22.6,68.8,6.7,68.4,stable
V320,2025-01,23.4,73.1,9.7,86.0,stable
V320,2025-03,26.6,68.9,15.4,88.3,stable
V320,2025-04,28.8,76.3,16.8,83.6,stable
V320,2025-05,23.1,72.9,14.8,85.4,stable
V320,2025-05,25.7,72.4,13.7,79.0,stable
V320,2025-06,26.4,73.9,15.8,63.1,stable
V320,2025-07,26.2,68.4,15.6,73.1,stable
V320,2025-08,27.1,78.6,16.1,79.5,stable
V320,2025-09,27.1,78.8,11.7,63.6,stable
V320,2025-10,29.2,74.8,11.7,69.3,stable
V320,2025-11,28.2,69.3,14.9,60.7,stable
V366,2025-01,18.0,78.8,8.2,87.6,stable
V366,2025-01,15.6,90.0,8.2,79.2,stable
V366,2025-03,13.5,92.2,11.0,76.1,stable
V366,2025-04,19.3,77.3,10.9,83.8,stable
V366,2025-05,17.4,89.9,13.5,73.7,stable
V366,2025-05,16.3,84.4,5.0,72.0,stable
V366,2025-06,17.5,81.5,12.7,70.3,stable
V366,2025-07,14.9,86.1,2.8,90.7,stable
V366,2025-08,17.4,76.3,4.4,96.5,stable
V366,2025-09,16.4,78.3,9.8,70.7,stable
V366,2025-10,15.2,85.2,4.3,95.6,stable
V366,2025-11,17.5,75.6,4.9,83.6,stable
V149,2025-01,78.7,40.0,35.7,50.0,stable
V149,2025-01,76.2,40.0,37.8,50.0,stable
V149,2025-03,79.8,40.0,39.9,50.0,increasing
V149,2025-04,76.5,40.0,34.7,50.0,increasing
V149,2025-05,77.8,40.0,39.2,50.0,increasing
V149,2025-05,81.3,40.0,41.4,50.0,increasing
V149,2025-06,78.3,40.0,38.7,50.0,increasing
V149,2025-07,81.5,40.0,41.9,50.0,increasing
V149,2025-08,78.9,40.0,43.4,50.0,increasing
V149,2025-09,81.2,40.0,37.4,50.0,increasing
V149,2025-10,81.4,40.0,38.1,50.0,increasing
V149,2025-11,81.3,40.0,38.6,50.0,increasing
V352,2025-01,43.6,48.9,20.5,64.1,stable
V352,2025-01,42.0,63.6,20.1,50.0,stable
V352,2025-03,40.1,50.8,15.3,64.0,stable
V352,2025-04,42.9,56.3,19.9,54.1,stable
V352,2025-05,40.0,50.8,17.5,66.3,stable
V352,2025-05,39.6,63.9,19.4,59.3,stable
V352,2025-06,39.2,64.0,21.7,59.0,stable
V352,2025-07,41.5,54.1,17.3,68.7,stable
V352,2025-08,42.2,51.3,17.3,65.0,stable
V352,2025-09,39.5,63.9,14.9,53.7,stable
V352,2025-10,41.1,52.4,22.7,70.7,stable
V352,2025-11,41.6,57.2,16.3,62.4,stable
V177,2025-01,27.7,74.3,9.3,68.7,stable
V177,2025-01,26.3,68.7,17.2,64.7,stable
V177,2025-03,25.3,65.2,7.8,84.3,stable
V177,2025-04,29.4,61.8,19.3,58.5,stable
V177,2025-05,30.5,72.8,17.5,55.9,stable
V177,2025-05,28.6,77.7,12.5,75.2,stable
V177,2025-06,29.4,79.3,13.7,68.4,stable
V177,2025-07,27.2,64.9,11.8,58.3,stable
V177,2025-08,29.8,60.4,12.0,61.8,stable
V177,2025-09,30.0,65.6,16.2,56.3,stable
V177,2025-10,31.5,66.8,18.4,68.5,stable
V177,2025-11,32.2,72.1,19.0,80.5,stable
V500,2025-01,36.6,73.0,20.3,68.7,stable
V500,2025-01,39.1,64.8,17.9,65.0,stable
V500,2025-03,38.9,57.5,22.9,60.6,stable
V500,2025-04,35.8,66.3,18.8,60.6,stable
V500,2025-05,37.9,56.7,19.8,76.7,stable
V500,2025-05,35.8,66.6,21.9,58.5,stable
V500,2025-06,39.1,66.1,20.7,50.0,stable
V500,2025-07,37.2,58.8,15.1,54.0,stable
V500,2025-08,35.4,73.0,18.7,77.9,stable
V500,2025-09,39.9,56.7,17.7,64.4,stable
V500,2025-10,40.3,60.1,24.9,64.1,stable
V500,2025-11,37.8,52.7,22.3,57.2,stable
V068,2025-01,48.4,54.9,21.7,57.2,stable
V068,2025-01,46.0,56.2,21.8,50.0,stable
V068,2025-03,43.0,47.1,25.2,50.0,decreasing
V068,2025-04,40.2,62.5,16.5,50.9,decreasing
V068,2025-05,38.3,63.5,22.5,74.6,decreasing
V068,2025-05,37.9,53.7,21.2,56.5,decreasing
V068,2025-06,39.5,55.4,16.5,53.0,decreasing
V068,2025-07,35.5,63.4,19.1,57.6,decreasing
V068,2025-08,37.2,54.4,23.3,59.7,decreasing
V068,2025-09,32.2,66.6,16.2,74.8,decreasing
V068,2025-10,34.5,71.9,20.2,51.1,decreasing
V068,2025-11,30.9,76.2,18.0,81.8,decreasing
V364,2025-01,32.5,66.7,15.8,63.7,stable
V364,2025-01,36.2,55.2,14.5,62.9,stable
V364,2025-03,35.1,58.7,12.7,64.9,increasing
V364,2025-04,40.1,59.7,24.3,73.1,increasing
V364,2025-05,43.2,54.3,21.5,61.0,increasing
V364,2025-05,42.5,55.7,16.6,70.2,increasing
V364,2025-06,42.8,58.5,18.4,55.2,increasing
V364,2025-07,43.7,64.6,24.1,56.6,increasing
V364,2025-08,46.7,57.1,25.3,57.9,increasing
V364,2025-09,50.9,53.8,22.9,50.0,increasing
V364,2025-10,51.8,50.8,27.7,54.1,increasing
V364,2025-11,52.4,42.9,25.7,53.1,increasing
V333,2025-01,49.7,57.1,20.0,58.4,stable
V333,2025-01,46.5,61.9,22.2,56.1,stable
V333,2025-03,46.6,53.8,20.2,51.1,decreasing
V333,2025-04,44.8,50.3,20.4,69.3,decreasing
